user,message,date
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:19.919805
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:21.055830
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:22.186691
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:23.312626
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:24.447454
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:25.584388
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:26.697454
Luna,Rewolucjoniści | Ul - Discord,2024-05-23T13:27:27.819600
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:28.943622
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:30.069698
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:31.210715
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:32.343254
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:33.472423
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:34.609642
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:35.739069
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:36.881344
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:38.007929
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:39.146173
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:40.276402
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:41.426109
Luna,#just-chatting😉 | Ul - Discord,2024-05-23T13:27:42.575141
Luna,usedAppsTracker – main.py,2024-05-23T13:27:43.705017
Luna,usedAppsTracker – main.py,2024-05-23T13:27:44.836501
Luna,usedAppsTracker – main.py,2024-05-23T13:27:45.973142
Luna,usedAppsTracker – main.py,2024-05-23T13:27:47.111288
Luna,usedAppsTracker – main.py,2024-05-23T13:27:48.230806
Luna,usedAppsTracker – main.py,2024-05-23T13:27:49.364069
Luna,usedAppsTracker – main.py,2024-05-23T13:27:50.496069
Luna,usedAppsTracker – main.py,2024-05-23T13:27:51.642962
Luna,usedAppsTracker – main.py,2024-05-23T13:27:52.793976
Luna,usedAppsTracker – main.py,2024-05-23T13:27:53.938709
Luna,usedAppsTracker – main.py,2024-05-23T13:27:55.069895
Luna,usedAppsTracker – main.py,2024-05-23T13:27:56.192288
Luna,usedAppsTracker – main.py,2024-05-23T13:27:57.322610
Luna,Spotify Premium,2024-05-23T13:27:58.446063
Luna,Spotify Premium,2024-05-23T13:27:59.605462
Luna,Spotify Premium,2024-05-23T13:28:00.742648
Luna,Spotify Premium,2024-05-23T13:28:01.881301
Luna,Spotify Premium,2024-05-23T13:28:03.020311
Luna,Spotify Premium,2024-05-23T13:28:04.154192
Luna,Spotify Premium,2024-05-23T13:28:05.279083
Luna,Spotify Premium,2024-05-23T13:28:06.414020
Luna,Spotify Premium,2024-05-23T13:28:07.560632
Luna,Spotify Premium,2024-05-23T13:28:08.694848
Luna,Spotify Premium,2024-05-23T13:28:09.822807
Luna,Spotify Premium,2024-05-23T13:28:10.950942
Luna,Spotify Premium,2024-05-23T13:28:12.075039
Luna,Spotify Premium,2024-05-23T13:28:13.188562
Luna,Spotify Premium,2024-05-23T13:28:14.340509
Luna,Spotify Premium,2024-05-23T13:28:15.478745
Luna,Spotify Premium,2024-05-23T13:28:16.603867
Luna,Spotify Premium,2024-05-23T13:28:17.738923
Luna,Spotify Premium,2024-05-23T13:28:18.859656
Luna,Home – Opera,2024-05-23T13:28:19.991830
Luna,Home – Opera,2024-05-23T13:28:21.107331
Luna,Home – Opera,2024-05-23T13:28:22.218816
Luna,Home – Opera,2024-05-23T13:28:23.335416
Luna,Home – Opera,2024-05-23T13:28:24.451567
Luna,Home – Opera,2024-05-23T13:28:25.570016
Luna,Home – Opera,2024-05-23T13:28:26.716262
Luna,Home – Opera,2024-05-23T13:28:27.852170
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:28.981743
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:30.101080
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:31.268303
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:32.409018
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:33.539083
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:34.681069
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:35.827688
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:36.957000
Luna,pandas.Series.dt.total_seconds — pandas 2.2.2 documentation – Opera,2024-05-23T13:28:38.090064
Luna,Home – Opera,2024-05-23T13:28:39.220461
Luna,Home – Opera,2024-05-23T13:28:40.365863
Luna,OneTab – Opera,2024-05-23T13:28:41.495903
Luna,klasyfikacja – Opera,2024-05-23T13:28:42.632069
Luna,klasyfikacja – Opera,2024-05-23T13:28:43.756568
Luna,klasyfikacja – Opera,2024-05-23T13:28:44.898070
Luna,usedAppsTracker – main.py,2024-05-23T13:28:46.018371
Luna,usedAppsTracker – main.py,2024-05-23T13:28:47.145061
Luna,usedAppsTracker – main.py,2024-05-23T13:28:48.257988
Luna,usedAppsTracker – main.py,2024-05-23T13:28:49.387739
Luna,usedAppsTracker – main.py,2024-05-23T13:28:50.534967
Luna,usedAppsTracker – main.py,2024-05-23T13:28:51.686468
Luna,usedAppsTracker – main.py,2024-05-23T13:28:52.819355
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:28:58.511309
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:28:59.645619
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:00.779055
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:01.918350
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:03.050945
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:04.187769
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:05.326770
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:06.472775
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:07.617669
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:08.765190
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:09.932783
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:11.061571
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:12.201743
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:13.341239
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:14.480143
Luna,usedAppsTracker – test_conumer.py,2024-05-23T13:29:15.612717
